position,positionLabel,country,countryLabel,jurisdiction,jurisdictionLabel,inception,abolished,predecessor,predecessorLabel,successor,successorLabel,deputy,deputyLabel,list,listLabel
Q114593684,Minister of Sports of the Democratic People's Republic of Korea,,,Q423,North Korea,,,,,,,,,,
Q114593691,Minister of Agriculture,Q423,North Korea,Q423,North Korea,,,,,,,,,,
Q114593693,Minister of Consumer Goods Industry,Q423,North Korea,Q423,North Korea,,,,,,,,,,
Q114593694,Minister of Food Procurement and Administration,Q423,North Korea,Q423,North Korea,,,,,,,,,,
Q114593695,Minister of Local Industry,Q423,North Korea,Q423,North Korea,,,,,,,,,,
Q114593696,Minister of Railways,Q423,North Korea,Q423,North Korea,,,,,,,,,,
Q114593697,Minister of Shipbuilding,Q423,North Korea,Q423,North Korea,,,,,,,,,,
Q114594459,Minister of State Security,,,Q423,North Korea,,,,,,,,,,
Q114594510,Minister of Social Security,,,Q423,North Korea,,,,,,,,,,
Q114595547,Minister of National Defence,Q423,North Korea,Q423,North Korea,,,,,,,,,,
Q114595950,Chairperson of the State Price Commission,Q423,North Korea,,,,,,,,,,,,
Q114595955,Chairperson of the National Censorship Committee,Q423,North Korea,,,,,,,,,,,,
Q114595966,Chairperson of the Capital Construction Commission,Q423,North Korea,,,,,,,,,,,,
Q114595971,Chairperson of the National Quality Management Commission,Q423,North Korea,,,,,,,,,,,,
Q114595975,Chairperson of the Committee for the Peaceful Reunification of the Fatherland,Q423,North Korea,,,,,,,,,,,,
Q114595990,Director of the National Aerospace Development Administration,Q423,North Korea,,,,,,,,,,,,
